"Registration Name","Event No","Event Short Name"
"Morgan Gibson | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Lane Neville | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Peyton Graham | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Sage Thompson | EVT116492","EVT116492","Tuesday 12th November, 2.30-3.15pm AEDT"
"Jesse Neville | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Dale Holden | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Kendall Brooke | EVT116492","EVT116492","Tuesday 12th November, 2.30-3.15pm AEDT"
"Ash Gibson | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Morgan Harrison | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Jesse Fletcher | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Olive Ainsley | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Echo Ford | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Jamie Reynolds | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Kai Stewart | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Yuki Oakes | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Riley Palmer | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Jude Jasper | EVT116492","EVT116492","Tuesday 12th November, 2.30-3.15pm AEDT"
"Wren Thompson | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Shay Kirby | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Sam Gibson | EVT116492","EVT116492","Tuesday 12th November, 2.30-3.15pm AEDT"
"Lark Ainsley | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Marlo Linden | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Tatum Fletcher | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Olive Linden | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Willow Weston | EVT116492","EVT116492","Tuesday 12th November, 2.30-3.15pm AEDT"
"Shay Jasper | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Xiomara Anderson | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Sloane Osborne | EVT116492","EVT116492","Tuesday 12th November, 2.30-3.15pm AEDT"
"Pip Chambers | EVT116492","EVT116492","Tuesday 12th November, 2.30-3.15pm AEDT"
"Noel York | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Devon Grant | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Casey Emerson | EVT116492","EVT116492","Tuesday 12th November, 2.30-3.15pm AEDT"
"Remy Hale | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Harper Saxon | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Orion Mercer | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Kira Fairfax | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Greer Abbott | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Echo Bennett | EVT116492","EVT116492","Tuesday 12th November, 2.30-3.15pm AEDT"
"Oakley Harrison | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Drew Walsh | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Briar Donovan | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Eden Jarvis | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Kendall Harrison | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Shay Jasper | EVT116492","EVT116492","Tuesday 12th November, 2.30-3.15pm AEDT"
"Yuki Ainsley | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Harper Neville | EVT116492","EVT116492","Tuesday 12th November, 2.30-3.15pm AEDT"
"Shay Jasper | EVT116492","EVT116492","Tuesday 12th November, 2.30-3.15pm AEDT"
"Beau Fletcher | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Pip Chambers | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Toni Pemberton | EVT116492","EVT116492","Tuesday 12th November, 2.30-3.15pm AEDT"
"Echo Brooke | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Sloane Abbott | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Dakota Donovan | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Lake Yates | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Indigo Palmer | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Kendall Irvine | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Yuki Marsh | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Sam Archer | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Sam Archer | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Holly Neville | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Thea Mercer | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Drew Lawson | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Yuki Everett | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Skyler Saxon | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Ira Radcliffe | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Hart Lawson | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Kai Yardley | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Beau Ainsley | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Lark Whitmore | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Jamie Lawson | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Yael Kent | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Jesse Oliver | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Val Grant | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Cameron Jarvis | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Kira Everett | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Jamie Mercer | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Riley Saxon | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Corin Brooke | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Rain Ellison | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Rain Ellison | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Val Radcliffe | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Flynn Reynolds | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Val Emerson | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Alex Nash | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Remy Joyce | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Yuki York | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Xiomara Fletcher | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Lake Irving | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Alder Heath | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Beau Emerson | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Ira Emerson | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Beau Oliver | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Echo Hale | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Yael Delaney | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Neve Emerson | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Olive Bennett | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Darcy Clarke | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Hart Ainsley | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Ellis Zimmerman | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Remy Ingram | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Rain Urquhart | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Marlo Nash | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Clover Mercer | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Clover Mercer | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Darcy York | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Devon Harrison | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Olive Zimmerman | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Marlo Knox | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Corin Archer | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Emery Saxon | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Lark Whitmore | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Sloane Locke | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Beau Mercer | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Cameron Vale | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Ira Ivory | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Devon Clarke | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Marlo Brooke | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Winter Urquhart | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Reese Kirby | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Jesse Thornton | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Hart Monroe | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Drew Drake | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Emery Carlisle | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Kai Zimmerman | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Briar Neville | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Corin Marsh | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Harper Linden | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Fable Fairfax | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Xiomara Kirby | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Lake Joyce | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Indigo Yates | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Hayden Donovan | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Greer Blackwood | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Quinn Locke | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Marley Neville | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Orion Fairfax | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Haven Underwood | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Holly Ainsley | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Marlo Linden | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Orion Fairfax | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Kai Neville | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Sloane Abbott | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Lake Reynolds | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Marlo Archer | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Phoenix Quinn | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Uri Yates | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Val Vickers | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Bay Urquhart | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Blake Pemberton | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Jude Palmer | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Wren Ellison | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Morgan Anderson | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Oakley Zane | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Blake Chambers | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Drew Drake | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Kai Radcliffe | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Logan Weston | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Dakota Kent | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Bay Gibson | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Cameron Ingram | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Toni Neville | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Yuki Everett | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Harper Linden | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Riley Saxon | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Morgan Harrison | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Thea Irving | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Devon Harrison | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Frankie Kemp | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Devon Quinn | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Alex Preston | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Ellis Jasper | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Hayden Thompson | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Oakley Chambers | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Ash Thompson | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Ash Irving | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Olive Gallagher | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Neve Dawson | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Indigo Lawson | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Skyler Yardley | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Skyler Donovan | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Beau Blackwood | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Hayden Delaney | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Lark Oliver | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Olive Ainsley | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Zara Mercer | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Kendall Quinn | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Lake Blackwood | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Kai Norton | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Lake Linden | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Val Jarvis | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Clover Oakes | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Beau Anderson | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Oakley Fairfax | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Val Quinn | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Marlo Lawson | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Xiomara Radcliffe | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Wren Emerson | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Lake Jensen | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Mika Oakes | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Quinn Abbott | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Casey Fletcher | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Uma Locke | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Jesse Hale | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Bay Harrison | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Wren Walsh | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Morgan Heath | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Sage Nash | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Lark Ivory | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Avery Barker | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Noel Lawson | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Yuki Archer | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Kendall Archer | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Haven Lambert | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Val Yardley | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Kira Lambert | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Logan Lawson | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Eden Walsh | EVT119943","EVT119943","Wednesday 25th June, 11.00-11.45am AEST"
"Orion Norton | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Xiomara Forbes | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Blake Anderson | EVT119947","EVT119947","Wednesday 10th September, 11.00-11.45am AEST"
"Clover Graham | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Frankie Preston | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Neve Monroe | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Oakley Abbott | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Holly Archer | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Beau Urquhart | EVT119947","EVT119947","Wednesday 10th September, 11.00-11.45am AEST"
"Hayden Linden | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Kira Irving | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Wren Harrison | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Beau Jasper | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Kira Thompson | EVT119947","EVT119947","Wednesday 10th September, 11.00-11.45am AEST"
"Jesse Mitchell | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Jesse Bennett | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Dale Yardley | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Jules Pemberton | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Holly Oliver | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Lake Palmer | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Uma Heath | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Rain Locke | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Casey Kemp | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Cedar Radcliffe | EVT119947","EVT119947","Wednesday 10th September, 11.00-11.45am AEST"
"Quinn Jarvis | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Alder Zimmerman | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Bay Harrison | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Haven Linden | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Beau Sinclair | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Orion Anderson | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Dakota Ellison | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Ash Irvine | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Vera Sinclair | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Jules Sinclair | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Marlo Harrison | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Xiomara Carlisle | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Ellis Hale | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Ira Nash | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Beau Weston | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Eden Walsh | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Wren Preston | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Vera Chambers | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Yuki Saxon | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Emery Townsend | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Willow Abbott | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Wren Yardley | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Peyton Oakes | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Corin Vickers | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Emery Linden | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Lane Kemp | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Zephyr Quinn | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Olive Ellison | EVT119944","EVT119944","Tuesday 29th July, 10.00-10.45am AEST"
"Lake Clarke | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Pip Sinclair | EVT119947","EVT119947","Wednesday 10th September, 11.00-11.45am AEST"
"Orion Gallagher | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Corin Lawson | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Flynn Preston | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Zion Yates | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Ash Ford | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Noel Nash | EVT119947","EVT119947","Wednesday 10th September, 11.00-11.45am AEST"
"Quinn Marsh | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Peyton Monroe | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Ash Yates | EVT119947","EVT119947","Wednesday 10th September, 11.00-11.45am AEST"
"Fable Harrison | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Cedar Carlisle | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Shay Everett | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Wren Oliver | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Yuki Radcliffe | EVT119947","EVT119947","Wednesday 10th September, 11.00-11.45am AEST"
"Marley Lawson | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Toni Harrison | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Toni Yates | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Peyton Archer | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Parker Zane | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Beau Oliver | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Lake Mercer | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Olive Ellison | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Hayden Irving | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Yuki Townsend | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Casey Marsh | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Orion Marsh | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Avery Kemp | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Indigo Oliver | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Morgan Dawson | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Xiomara Urquhart | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Pip Archer | EVT119945","EVT119945","Thursday 14th August, 02.00-02.45pm AEST"
"Indigo Nash | EVT119948","EVT119948","Wednesday 22nd October, 02.00-02.45pm AEDT"
